loc_rowid,kepid,kepoi_name,kepler_name,Exo status,Orbital period,impact parameter,transit duration,radii(planet),orbit semi major,temperature,star temp,star radii,star mass
4808,9602562,K03985.01,,FALSE POSITIVE,3.55653637,0.712,8.7,1.7,0.0474,1272,5950,1.114,1.126
4809,10668665,K03986.01,,FALSE POSITIVE,9.60853601,1.229,3.672,31.99,0.0946,984,6377,1.158,1.225
4810,10407020,K03987.01,,FALSE POSITIVE,0.933747751,0.741,3.9236,2.07,0.0214,3112,6985,2.187,1.502
4811,5385491,K03988.01,,FALSE POSITIVE,12.425484,0.98,28.0218,1.55,0.0994,773,5478,1.017,0.845
4812,5551504,K03989.01,,FALSE POSITIVE,1.204529346,0.383,1.62,1.4,0.0215,1968,5340,1.504,0.917
4813,6421503,K03990.01,,FALSE POSITIVE,2.15839583,1.178,8.09,14.28,0.0294,1103,5272,0.662,0.732
4814,10352333,K03991.01,,CANDIDATE,1.570592397,0.031,0.623,1.37,0.0249,1480,5519,0.921,0.837
4815,3228988,K03992.01,,FALSE POSITIVE,0.73094701,1.158,4.223,15.83,0.0155,1870,5767,0.837,0.927
4816,2970804,K03993.01,,FALSE POSITIVE,0.686994057,1.261,3.5252,35.3,0.0153,2063,5780,1,1
4817,7552701,K03994.01,,FALSE POSITIVE,1.324247867,0.295,1.4759,1.3,0.0257,2140,6557,1.406,1.287
4818,7418173,K03995.01,,FALSE POSITIVE,0.780632043,1.306,1.4109,79.67,0.0165,2714,5354,2.18,0.985
4819,3228804,K03996.01,,FALSE POSITIVE,0.730947169,1.143,4.396,14.43,0.0155,1777,5514,0.826,0.926
4820,2442359,K03997.01,,FALSE POSITIVE,0.552834211,1.045,1.2887,18.09,0.0141,3107,5132,2.648,1.211
4821,7707742,K03998.01,,FALSE POSITIVE,0.758354475,0.279,4.56811,149.44,0.0186,3123,7131,1.83,1.483
4822,2010191,K03999.01,,FALSE POSITIVE,3.43525124,1.121,4.509,25.43,0.0466,1579,5854,1.742,1.143
4823,5471675,K04000.01,,FALSE POSITIVE,0.962828092,1.101,4.411,40.82,0.0228,3553,6552,3.44,1.694
4824,9851943,K04001.01,,FALSE POSITIVE,1.081935491,0,5.136,0.99,0.0183,1364,4938,0.718,0.697
4825,5773121,K04002.01,Kepler-1932 b,CONFIRMED,0.524175803,0.318,0.7648,1.27,0.0123,1891,5278,0.815,0.911
4826,2708420,K04003.01,,FALSE POSITIVE,1.89129881,0.699,5.294,0.86,0.0293,1414,5806,0.893,0.935
4827,4814502,K04004.01,Kepler-1933 b,CONFIRMED,4.94330596,0.928,2.9334,1.41,0.0561,1058,5661,1.008,0.964
4828,8142787,K04005.01,Kepler-439 b,CONFIRMED,178.139072,0.042,9.654,2.25,0.5948,291,5431,0.879,0.881
4829,5471690,K04006.01,,FALSE POSITIVE,12.4247333,0.656,16.828,1.47,0.1138,1284,6632,2.193,1.27
4830,8376848,K04007.01,,CANDIDATE,11.4927112,1.212,7.764,25.01,0.1021,858,6198,1.005,1.072
4831,5350447,K04008.01,,FALSE POSITIVE,70.7511986,1.24,6.198,27.74,0.3113,441,5771,0.936,0.802
4832,8934103,K04009.01,Kepler-1538 b,CONFIRMED,175.13892,0.07,10.767,3.06,0.6095,346,5497,1.241,0.981
4833,8934103,K04009.02,,CANDIDATE,77.792718,0.576,6.08,2.17,0.3548,453,5497,1.241,0.981
4834,5288577,K04010.01,,FALSE POSITIVE,1.72853003,0.776,3.819,2.43,0.0315,2492,6701,2.237,1.392
4835,11969988,K04011.01,,CANDIDATE,2.19068738,0.594,4.41,1.68,0.0364,2017,6208,1.975,1.337
4836,4832225,K04013.01,,FALSE POSITIVE,0.947730124,0.473,1.1171,2.82,0.0248,3914,9464,2.184,2.272
4837,9009953,K04014.01,Kepler-1700 b,CONFIRMED,234.240739,0.944,12.925,3.41,0.7576,329,5814,1.248,1.055
4838,8282846,K04015.01,Kepler-1539 b,CONFIRMED,133.303247,0.063,7.342,2.67,0.4765,301,5064,0.864,0.811
4839,5938970,K04016.01,Kepler-1540 b,CONFIRMED,125.4132302,0.822,2.3241,3.14,0.4426,266,4641,0.747,0.734
4840,8381693,K04017.01,,FALSE POSITIVE,21.5702917,1.155,40.4,29.53,0.1481,888,6070,1.628,0.93
4841,4929299,K04018.01,,FALSE POSITIVE,0.868723418,0.947,1.4617,1.87,0.0169,1998,5761,1.046,0.855
4842,7038096,K04020.01,,FALSE POSITIVE,0.566803149,0.822,1.643,1.93,0.0142,2380,6147,1.096,1.193
4843,11967788,K04021.01,,CANDIDATE,7.23531329,0.326,3.338,1.53,0.0783,1207,6422,1.421,1.22
4844,11967788,K04021.02,,CANDIDATE,4.93211932,0.034,3.144,1.02,0.0606,1372,6422,1.421,1.22
4845,7733731,K04022.01,,CANDIDATE,4.85819429,0.086,5.356,2.04,0.0595,1685,6109,2.326,1.188
4846,6862332,K04023.01,,FALSE POSITIVE,119.0192648,0.79,8.1,4.44,0.4772,350,5754,0.905,1.021
4847,10714072,K04024.01,Kepler-1541 b,CONFIRMED,8.40693068,0.015,1.866,1.95,0.0781,1048,5365,1.533,0.899
4848,10992011,K04025.01,,FALSE POSITIVE,0.974479091,0.224,1.866,1.19,0.0177,1513,5043,0.819,0.776
4849,4067110,K04026.01,,FALSE POSITIVE,0.735146413,1.192,5.053,168.34,0.022,5366,6611,7.435,2.61
4850,8694309,K04027.01,,FALSE POSITIVE,0.827351796,0.544,2.1885,0.9,0.0165,2208,5609,1.31,0.867
4851,7818447,K04028.01,,FALSE POSITIVE,0.618952198,1.282,2.8244,4.96,0.0065,497,2661,0.116,0.094
4852,11569475,K04029.01,,FALSE POSITIVE,1.31723412,1.07,7.284,125.56,0.0357,5471,6740,12.08,3.479
4853,9551430,K04030.01,,FALSE POSITIVE,7.7553808,1.235,22.321,22.2,0.0694,822,5607,0.766,0.74
4854,3228986,K04031.01,,FALSE POSITIVE,0.730949487,0.86,2.367,1.27,0.0169,2311,6238,1.191,1.204
4855,7100673,K04032.01,Kepler-1542 b,CONFIRMED,3.95116635,0.374,2.566,0.83,0.0479,1160,5574,1.065,0.933
4856,7100673,K04032.02,Kepler-1542 c,CONFIRMED,2.89223998,0.017,2.521,0.7,0.0389,1287,5574,1.065,0.933
4857,7100673,K04032.03,Kepler-1542 d,CONFIRMED,5.99273265,0.505,2.6502,0.91,0.0632,1010,5574,1.065,0.933
4858,7100673,K04032.04,Kepler-1542 e,CONFIRMED,5.10110666,0.083,2.657,0.85,0.0567,1065,5574,1.065,0.933
4859,7100673,K04032.05,,CANDIDATE,7.23524221,0.182,2.685,0.82,0.0716,948,5574,1.065,0.933
4860,4138557,K04033.01,,FALSE POSITIVE,0.991552822,1.158,1.135,37.93,0.0193,2558,5908,1.862,0.977
4861,10089911,K04034.01,Kepler-1543 b,CONFIRMED,6.96704926,0.906,3.73,6.14,0.0867,1774,6303,3.53,1.786
4862,10089911,K04034.02,,FALSE POSITIVE,11.6089351,1.105,2.957,46.44,0.1219,1496,6303,3.53,1.786
4863,3247404,K04035.01,,FALSE POSITIVE,8.8109721,1.227,4.822,47.94,0.0837,881,5780,1,1
4864,11415243,K04036.01,Kepler-1544 b,CONFIRMED,168.81133,0.083,6.582,1.69,0.5459,241,4798,0.707,0.771
4865,8264402,K04037.01,,CANDIDATE,215.956008,0.959,10.425,3.36,0.7429,361,6163,1.313,1.174
4866,7773179,K04038.01,,FALSE POSITIVE,2.15681538,0.615,5.115,1.06,0.0326,1473,6084,0.983,0.991
4867,11145831,K04039.01,,FALSE POSITIVE,1.387838134,0.38,2.252,1.24,0.0252,1783,6273,1.044,1.099
4868,11444952,K04040.01,,FALSE POSITIVE,0.678349364,1.187,3.092,19.06,0.0147,1844,5569,0.829,0.928
4869,8647295,K04041.01,,FALSE POSITIVE,1.022028468,1.247,8.866,26.91,0.0181,1649,5445,0.855,0.762
4870,3444098,K04042.01,,FALSE POSITIVE,0.72359699,0.608,1.326,6.73,0.0198,4699,8855,2.858,1.964
4871,5112567,K04043.01,,FALSE POSITIVE,1.6156052,1.149,14.55,34.69,0.0299,2202,6770,1.623,1.365
4872,5201115,K04044.01,,FALSE POSITIVE,1.728521892,0.719,3.361,1.19,0.0276,1678,5872,1.157,0.934
4873,2708203,K04045.01,,FALSE POSITIVE,1.89125855,0.677,5.415,0.81,0.0279,1671,6569,0.927,0.805
4874,4150496,K04046.01,,FALSE POSITIVE,8.65312868,1.185,3.376,20.38,0.0818,857,5880,0.893,0.974
4875,4150496,K04046.02,,FALSE POSITIVE,94.22498,0.801,22.445,1.84,0.402,387,5880,0.893,0.974
4876,9655005,K04047.01,,CANDIDATE,1.39862757,0.617,9.625,2.39,0.032,3562,7872,3.367,2.228
4877,10272389,K04048.01,,FALSE POSITIVE,4.56447463,0.508,6.415,1.13,0.0511,902,5270,0.77,0.863
4878,4679687,K04049.01,,FALSE POSITIVE,1.027904857,1.261,1.6381,30.48,0.0183,1653,5432,0.872,0.775
4879,7968683,K04050.01,,FALSE POSITIVE,367.95566,0.957,21.877,3.62,0.9018,183,4723,0.696,0.722
4880,10360722,K04051.01,Kepler-1545 b,CONFIRMED,163.692336,0.028,6.853,2.75,0.5442,274,4999,0.843,0.8
4881,9091755,K04052.01,,FALSE POSITIVE,1.106529843,0.974,6.258,1.91,0.0201,1649,5932,0.798,0.899
4882,1718958,K04053.01,Kepler-1934 b,CONFIRMED,1.41975831,0.644,1.429,0.85,0.0245,1700,5925,1.035,0.968
4883,6428794,K04054.01,Kepler-1701 b,CONFIRMED,169.135056,0.754,8.931,2.21,0.5608,273,5171,0.801,0.82
4884,3228825,K04055.01,,FALSE POSITIVE,0.73095491,0.415,2.206,0.88,0.0175,2711,6454,1.587,1.336
4885,4673628,K04056.01,Kepler-1935 b,CONFIRMED,3.951383138,1.217,1.0582,23.51,0.0463,1083,5570,0.899,0.845
4886,3757407,K04057.01,,FALSE POSITIVE,9.089151782,0.043,3.1886,4.35,0.1058,1848,6729,4.099,1.907
4887,4769931,K04058.01,,FALSE POSITIVE,1.87886973,0.657,3.876,1.04,0.0277,1236,5448,0.734,0.815
4888,9220612,K04059.01,,FALSE POSITIVE,0.979161676,0.634,2.942,1.03,0.0184,1548,5390,0.78,0.875
4889,9086154,K04060.01,,CANDIDATE,225.26213,0.349,14.459,2.36,0.7193,329,5799,1.191,0.977
4890,6806695,K04061.01,,FALSE POSITIVE,0.855922327,0.009,1.514,0.87,0.0159,1658,5437,0.759,0.727
4891,11858979,K04062.01,,FALSE POSITIVE,3.05933906,1.259,1.7332,36,0.0411,1434,6238,1.116,0.986
4892,5900390,K04063.01,,FALSE POSITIVE,0.624677585,0.522,2.411,1.28,0.0188,4391,9653,1.996,2.256
4893,5444334,K04064.01,,FALSE POSITIVE,0.759763198,0.571,3.083,1.2,0.0158,1752,5520,0.818,0.917
4894,8686373,K04066.01,Kepler-1936 b,CONFIRMED,126.55719,0.965,8.079,4.59,0.5548,524,6501,1.854,1.419
4895,5530112,K04067.01,Kepler-1937 b,CONFIRMED,9.6887216,0.118,2,3.09,0.0943,1014,6457,1.196,1.19
4896,6226908,K04068.01,Kepler-1546 b,CONFIRMED,19.597317,0.87,4.508,3.78,0.1366,671,5569,1.019,0.883
4897,5906694,K04069.01,Kepler-1938 b,CONFIRMED,13.06243545,0.128,3.244,1.36,0.0938,527,4522,0.655,0.646
4898,10186945,K04070.01,,FALSE POSITIVE,0.793663156,0.4,0.8244,1.14,0.0159,1614,5077,0.825,0.849
4899,2708286,K04071.01,,FALSE POSITIVE,1.89131005,1.035,5.687,6.4,0.0281,1590,5706,1.12,0.824
4900,6755944,K04072.01,Kepler-1547 b,CONFIRMED,0.692978457,0.938,1.1366,2.24,0.0165,3186,6105,2.304,1.235
4901,10419797,K04073.01,,FALSE POSITIVE,87.140633,,18.11,,,,,,
4902,7777471,K04075.01,,FALSE POSITIVE,0.885131111,0.715,3.377,0.9,0.0178,1818,5904,0.867,0.958
4903,9455677,K04076.01,Kepler-1548 b,CONFIRMED,124.827797,0.096,6.479,2.57,0.4679,350,5349,1.032,0.875
4904,7690855,K04077.01,,FALSE POSITIVE,0.786260569,1.226,4.556,15.72,0.0136,1192,4223,0.557,0.544
4905,5649837,K04078.01,,FALSE POSITIVE,0.597934463,1.224,3.1225,23.2,0.0136,2126,6052,0.863,0.94
4906,5036480,K04080.01,,FALSE POSITIVE,1.061002863,0.337,1.962,1.06,0.0202,1679,5767,0.881,0.979
4907,6592832,K04082.01,,FALSE POSITIVE,0.924821319,0.401,2.594,1.1,0.0185,1963,6135,0.974,0.987
4908,8524346,K04083.01,,FALSE POSITIVE,4.4697452,0.982,5.33,2.43,0.0523,1248,6102,1.125,0.955
4909,3937814,K04084.01,Kepler-1549 b,CONFIRMED,214.881456,0.023,9.581,2.68,0.6687,286,5323,0.995,0.862
4910,3937814,K04084.03,,CANDIDATE,8.19619768,0.781,2.109,1.55,0.0758,851,5323,0.995,0.862
4911,5041847,K04085.01,,FALSE POSITIVE,0.914468919,1.271,2.695,36.84,0.018,1884,5762,0.989,0.927
4912,3836558,K04086.01,,FALSE POSITIVE,1.54039744,0.723,1.787,1.08,0.0237,1520,5649,0.884,0.751
4913,6106282,K04087.01,Kepler-440 b,CONFIRMED,101.1107014,0.046,8.029,1.61,0.3548,229,4133,0.561,0.578
4914,4946584,K04088.01,,FALSE POSITIVE,0.907943645,1.356,1.9144,49.37,0.0191,2219,6434,1.166,1.119
4915,11972872,K04089.01,,FALSE POSITIVE,0.531106622,0.94,3.0293,7.54,0.0116,1781,4978,0.762,0.732
4916,9899233,K04090.01,,FALSE POSITIVE,1.332547503,0.746,4.521,1.23,0.0243,1719,6077,0.999,1.077
4917,3103227,K04091.01,Kepler-1550 b,CONFIRMED,225.585245,0.066,11.166,3.71,0.7681,348,5929,1.363,1.185
4918,4850961,K04092.01,Kepler-1551 b,CONFIRMED,24.4972683,0.817,5.43,2.74,0.1772,722,6392,1.162,1.232
4919,8521059,K04093.01,,FALSE POSITIVE,0.535578808,1.225,1.7973,33.97,0.0135,2870,6610,1.313,1.16
4920,8128247,K04094.01,,FALSE POSITIVE,3.57017774,0.094,4.473,57.36,0.0521,6119,3812,69.001,1.479
4921,6276994,K04095.01,,FALSE POSITIVE,1.10601182,0.532,2.577,0.77,0.0216,1903,6241,1.031,1.088
4922,9674564,K04096.01,,FALSE POSITIVE,6.873655305,0.08,3.5415,1.21,0.0694,906,5668,0.912,0.943
4923,5688683,K04097.01,Kepler-1939 b,CONFIRMED,2.790643481,0.787,0.6871,0.99,0.0334,816,4353,0.603,0.648
4924,5688683,K04097.02,,FALSE POSITIVE,4.44902309,0.034,1.373,0.55,0.0456,699,4353,0.603,0.648
4925,8222627,K04098.01,,CANDIDATE,1.121733366,0.464,1.032,2.39,0.0222,2384,5023,2.571,1.157
4926,8951205,K04099.01,Kepler-1940 b,CONFIRMED,4.95060632,0.458,1.719,1.28,0.0525,885,5431,0.717,0.802
4927,5700900,K04100.01,,FALSE POSITIVE,379.08202,1.181,33.87,23.99,1.0412,253,5982,0.96,1.047
4928,2708278,K04102.01,,FALSE POSITIVE,1.89124187,0.198,4.415,0.93,0.0293,1312,5285,0.927,0.933
4929,3747817,K04103.01,Kepler-1552 b,CONFIRMED,184.77271,0.04,9.568,2.41,0.6045,268,5273,0.801,0.861
4930,3747817,K04103.02,,CANDIDATE,14.2378417,0.314,4.86,1.1,0.1095,629,5273,0.801,0.861
4931,11017094,K04106.01,,FALSE POSITIVE,0.708563091,1.196,6.347,15.38,0.0139,1587,5271,0.648,0.718
4932,9899065,K04108.01,,FALSE POSITIVE,1.33256418,0.559,4.701,0.81,0.0201,1262,5157,0.62,0.614
4933,7907808,K04109.01,,CANDIDATE,0.655939788,0.301,1.318,1.48,0.0145,2411,4968,1.755,0.944
4934,5471792,K04110.01,,FALSE POSITIVE,12.4258833,0.982,24.83,2.19,0.0988,1006,5611,1.632,0.832
4935,2708343,K04111.01,,FALSE POSITIVE,1.8913182,0.439,4.374,0.9,0.0255,983,4476,0.633,0.618
4936,3348090,K04112.01,,FALSE POSITIVE,2.43585046,0.471,2.088,2.6,0.0413,2544,6501,3.247,1.579
4937,9282762,K04113.01,,FALSE POSITIVE,1.33255441,0.649,3.828,1.12,0.0245,1743,6099,1.028,1.098
4938,3117046,K04114.01,,FALSE POSITIVE,359.1015,0.317,11.461,2.37,1.0201,285,6373,1.047,1.094
4939,6311520,K04115.01,,FALSE POSITIVE,0.941840589,1.198,5.06,27.05,0.0189,2200,6419,1.142,1.013
4940,3955817,K04117.01,Kepler-1553 b,CONFIRMED,4.24263096,0.201,2.582,1.1,0.0481,926,5072,0.825,0.822
4941,10661778,K04118.01,,FALSE POSITIVE,1.231363214,0.969,5.8101,10.75,0.0225,1699,5780,1,1
4942,5513857,K04119.01,,FALSE POSITIVE,0.755101928,0.464,3.044,0.91,0.0153,1763,5465,0.819,0.84
4943,9700449,K04120.01,,CANDIDATE,110.461746,0.036,12.46,1.93,0.4667,420,6321,1.058,1.108
4944,6349881,K04121.01,Kepler-1554 b,CONFIRMED,198.088873,0.633,7.955,3.24,0.6314,288,5275,0.969,0.855
4945,9851970,K04122.01,,FALSE POSITIVE,1.08193721,0.168,4.788,0.77,0.0184,1385,4965,0.736,0.709
4946,6140059,K04123.01,,CANDIDATE,44.6226725,0.931,12.974,1.73,0.2464,613,6198,1.239,0.998
4947,9099950,K04125.01,,FALSE POSITIVE,1.111362442,0.715,6.24,2.86,0.0238,2820,6486,2.308,1.446
4948,9272070,K04126.01,Kepler-1555 b,CONFIRMED,8.10503551,0.353,4.459,1.45,0.0805,959,6201,0.989,1.058
4949,5088400,K04127.01,Kepler-1556 b,CONFIRMED,8.82715783,0.249,2.019,1.67,0.0829,797,5550,0.878,0.972
4950,4669402,K04128.01,,FALSE POSITIVE,143.196381,1.017,10.424,6.64,0.5141,380,6007,1.06,0.882
4951,11970988,K04129.01,,CANDIDATE,2.31482311,0.067,2.127,0.69,0.0322,1237,5240,0.923,0.833
4952,10858803,K04130.01,,FALSE POSITIVE,0.952374508,0.013,3.006,1.13,0.0175,1435,4754,0.821,0.791
4953,6129694,K04131.01,,FALSE POSITIVE,0.936751792,0.991,5.658,2.07,0.0239,3814,7843,2.909,2.081
4954,7601918,K04133.01,,FALSE POSITIVE,0.621361411,0.017,1.0628,1.12,0.0148,2913,6234,1.66,1.116
4955,5386264,K04135.01,,FALSE POSITIVE,12.43519054,0.321,3.8305,0.52,0.0917,545,4756,0.62,0.667
4956,7256914,K04136.01,,CANDIDATE,2.41750021,0.895,4.33,1.19,0.0348,1507,5575,1.308,0.965
4957,7256914,K04136.02,,CANDIDATE,4.03357434,0.855,5.886,1.23,0.049,1270,5575,1.308,0.965
4958,3542222,K04137.01,,FALSE POSITIVE,0.504426087,1.321,1.6276,33.96,0.0117,2339,6043,0.901,0.837
4959,4636565,K04138.01,,FALSE POSITIVE,2.81401302,0.567,5.801,1.51,0.0396,1723,5541,1.967,1.046
4960,9956082,K04139.01,Kepler-1557 b,CONFIRMED,3.74031708,0.277,2.394,1.38,0.049,1287,6260,1.063,1.118
4961,3241248,K04141.01,,FALSE POSITIVE,0.978046982,1.227,2.6137,129.67,0.0234,3146,5100,4.569,1.778
4962,9716302,K04142.01,,FALSE POSITIVE,1.332566763,0.474,4.001,1.49,0.0222,1318,5134,0.752,0.825
4963,10294509,K04143.01,,FALSE POSITIVE,1.85447373,0.514,2.665,1.33,0.0276,1221,5341,0.743,0.826
4964,3112129,K04144.01,,CANDIDATE,0.487656278,0.037,1.0129,0.99,0.0122,2299,5957,0.937,1.026
4965,3103212,K04145.01,,CANDIDATE,3.25424652,0.665,5.378,0.96,0.0426,1220,5692,1.004,0.968
4966,10000941,K04146.01,Kepler-1558 b,CONFIRMED,3.50472344,0.309,1.9464,0.8,0.0419,1019,5115,0.854,0.798
4967,10000941,K04146.02,,CANDIDATE,2.5738437,0.044,1.92,0.57,0.0341,1129,5115,0.854,0.798
4968,8029197,K04147.01,,FALSE POSITIVE,2.15292788,0.45,3.043,1.02,0.0306,1841,5851,1.555,0.821
4969,12257886,K04148.01,,FALSE POSITIVE,2.61585431,0.577,6.519,1.28,0.0375,1358,6131,0.945,1.023
4970,10875007,K04149.01,,CANDIDATE,9.54699216,0.879,5.063,1.71,0.0952,996,6274,1.232,1.261
4971,10875007,K04149.02,,CANDIDATE,14.708641,0.96,5.394,1.82,0.127,862,6274,1.232,1.261
4972,11465651,K04150.01,Kepler-1941 b,CONFIRMED,31.3351094,0.706,6.071,1.99,0.2054,666,6404,1.142,1.175
4973,5217574,K04151.01,,FALSE POSITIVE,0.89486317,0.65,2.657,1.19,0.0179,1764,5764,0.863,0.959
4974,7199060,K04152.01,,CANDIDATE,64.1862264,0.968,8.485,8,0.3686,839,6951,2.758,1.618
4975,8439323,K04153.01,Kepler-1942 b,CONFIRMED,4.62602867,0.739,0.643,1.65,0.0516,1012,5834,0.797,0.852
4976,5551228,K04154.02,,FALSE POSITIVE,122.906853,0.974,15.97,3.55,0.4782,338,5692,0.866,0.965
4977,5471271,K04155.01,,FALSE POSITIVE,12.42221675,0.056,6.5533,0.8,0.1097,864,6231,1.084,1.14
4978,5881120,K04156.01,Kepler-1943 b,CONFIRMED,4.85018974,0.985,5.676,1.1,0.0571,1098,6032,0.973,1.055
4979,4548098,K04157.01,Kepler-1982 b,CONFIRMED,3.82315697,0.064,2.388,0.77,0.0511,1282,6202,1.122,1.213
4980,4548098,K04157.02,,CANDIDATE,5.215752,0.729,1.13,0.83,0.0628,1156,6202,1.122,1.213
4981,5306383,K04158.01,,FALSE POSITIVE,0.842336445,0.266,1.519,0.9,0.0171,1941,5765,0.998,0.943
4982,6607644,K04159.01,Kepler-1559 b,CONFIRMED,0.971915957,0.592,1.6023,0.79,0.018,1609,5196,0.889,0.828
4983,7610663,K04160.01,Kepler-1560 b,CONFIRMED,3.03196812,0.287,1.723,0.9,0.0397,1269,5755,0.993,0.909
4984,5565707,K04161.01,,FALSE POSITIVE,1.2940561,0.394,0.97,5.27,0.0307,4465,6635,7.146,2.303
4985,1293031,K04162.01,,FALSE POSITIVE,0.53936593,0.988,5.434,9.19,0.0165,5016,6341,5.302,2.05
4986,6463499,K04163.01,,FALSE POSITIVE,94.446856,0.977,7.502,7.13,0.4316,611,5780,2.478,1.201
4987,8254882,K04164.01,,FALSE POSITIVE,0.92565941,0.042,1.488,0.88,0.0203,2383,6058,1.612,1.296
4988,6042031,K04165.01,,FALSE POSITIVE,0.537110149,1.106,1.7976,32.19,0.0141,3195,5395,2.537,1.288
4989,4078311,K04166.01,Kepler-1944 b,CONFIRMED,9.84262076,0.234,1.6018,2.41,0.0918,801,5585,0.972,1.064
4990,5475735,K04167.01,,FALSE POSITIVE,2.99194823,0.71,4.39,0.78,0.0378,1019,5269,0.727,0.812
4991,9402583,K04168.01,,FALSE POSITIVE,0.536544193,0.267,2.918,0.9,0.0118,1745,5041,0.728,0.766
4992,7838675,K04169.01,Kepler-1561 b,CONFIRMED,1.005205893,0.137,1.63,0.85,0.0194,1682,5718,0.863,0.96
4993,8700537,K04170.01,,FALSE POSITIVE,43.796785,1.187,18.84,20.79,0.2326,542,6109,0.941,0.872
4994,10858785,K04171.01,,FALSE POSITIVE,0.952371227,1.2,3.926,21.96,0.019,1870,6086,0.921,1.003
4995,9640907,K04172.01,,FALSE POSITIVE,1.089088292,0.291,1.8599,1.28,0.0218,1914,6194,1.069,1.161
4996,9490653,K04173.01,,FALSE POSITIVE,1.227986164,0.477,1.551,1.17,0.0214,1673,5746,0.931,0.861
4997,3328027,K04174.01,,FALSE POSITIVE,2.11548883,0.505,4.008,1.29,0.0329,1426,5952,0.971,1.057
4998,9640931,K04175.01,,FALSE POSITIVE,2.17815196,0.32,2.445,1.09,0.0302,1139,5357,0.7,0.775
4999,9640962,K04177.01,,FALSE POSITIVE,1.089077224,0.206,2.705,1,0.0199,1458,5118,0.83,0.883
5000,5197233,K04178.01,,CANDIDATE,7.016016,0.89,3.8,1.72,0.0753,1138,6642,1.136,1.157
5001,10936786,K04179.01,,FALSE POSITIVE,0.569961046,0.343,1.446,1.04,0.0135,2743,5814,1.549,1.019
5002,6938264,K04180.01,,CANDIDATE,1.121634781,0.409,1.155,0.6,0.0191,1225,4518,0.72,0.735
5003,9899315,K04181.01,,FALSE POSITIVE,1.33256979,0.207,3.293,0.97,0.0239,1692,6089,0.95,1.031
5004,9541089,K04182.01,,FALSE POSITIVE,0.536650896,1.175,4.702,18.45,0.0124,2163,5819,0.881,0.884
5005,10858737,K04183.01,,FALSE POSITIVE,0.952378454,0.996,3.892,1.46,0.0203,2528,6963,1.375,1.233
5006,6752002,K04184.01,Kepler-1945 b,CONFIRMED,6.08003714,0.254,1.308,1.07,0.0597,808,4991,0.804,0.767
5007,7257966,K04185.01,Kepler-1946 b,CONFIRMED,3.035206175,0.965,0.6182,3.59,0.0394,1143,5505,0.873,0.887
5008,9406892,K04186.01,,FALSE POSITIVE,2.21316437,0.672,3.874,0.95,0.03,1374,5921,0.83,0.733
5009,3124598,K04187.01,,FALSE POSITIVE,7.07162308,0.331,2.587,1.42,0.0723,1162,6313,1.259,1.005
5010,6879171,K04188.01,Kepler-1947 b,CONFIRMED,6.96352699,0.09,3.192,1.4,0.0711,1298,6040,1.686,0.984
5011,9897364,K04189.01,Kepler-1562 b,CONFIRMED,64.2729088,0.908,12.136,5.38,0.3308,554,6341,1.299,1.165
5012,12505503,K04190.01,Kepler-1563 b,CONFIRMED,3.4327371,0.703,4.001,0.75,0.0442,1134,5757,0.881,0.974
5013,3548639,K04191.01,,FALSE POSITIVE,13.8452726,0.566,2.555,2.34,0.1301,1276,6845,2.324,1.529
5014,9828127,K04192.01,Kepler-1564 b,CONFIRMED,18.0541469,0.175,4.587,1.51,0.1327,635,5505,0.909,0.955
5015,9828127,K04192.02,,CANDIDATE,32.0273169,0.259,5.144,1.14,0.1945,525,5505,0.909,0.955
5016,9092496,K04193.01,,CANDIDATE,94.180473,0.955,7.345,4.17,0.417,478,6997,1,1.155
5017,5644412,K04194.01,Kepler-1565 b,CONFIRMED,1.538185321,0.7,1.683,1.29,0.0241,1234,5107,0.723,0.794
5018,9959545,K04195.01,,FALSE POSITIVE,1.332567643,0.642,4.284,0.62,0.0226,1482,5687,0.79,0.882
5019,8179190,K04196.01,,FALSE POSITIVE,0.662457501,1.024,1.527,8.3,0.016,3295,6425,2.16,1.237
5020,9777724,K04197.01,,FALSE POSITIVE,1.33258458,0.422,3.222,1.25,0.0247,1868,6384,1.086,1.129
5021,9072639,K04198.01,,FALSE POSITIVE,1.182862515,0.284,2.928,1.26,0.0237,2800,6017,2.639,1.269
5022,5340878,K04199.01,Kepler-1566 b,CONFIRMED,0.539915033,0.291,1.1466,0.82,0.0121,1871,5102,0.837,0.811
5023,5084171,K04202.01,Kepler-1567 b,CONFIRMED,153.979362,0.036,9.028,2.53,0.552,330,5858,0.903,0.944
5024,3834317,K04203.01,,FALSE POSITIVE,2.18079098,0.74,12.13,3.29,0.0405,2767,6911,3.339,1.865
5025,10593535,K04204.01,Kepler-1568 b,CONFIRMED,20.9254083,0.201,6.783,1.26,0.1499,729,5821,1.21,1.025
5026,3450040,K04205.01,,CANDIDATE,1.166960319,0.033,1.6823,0.88,0.0219,1596,5632,0.904,1.026
5027,8487805,K04206.01,,FALSE POSITIVE,0.530959357,0.348,2.417,0.69,0.0121,1852,5325,0.75,0.84
5028,9456281,K04207.01,,CANDIDATE,0.701944362,0.07,0.641,0.8,0.0125,1227,4236,0.539,0.528
5029,5129453,K04208.01,,CANDIDATE,3.05772668,0.007,1.819,1.23,0.037,878,4483,0.731,0.723
